run	sample	study	bioproject	biosample	center	releasedate	platform	instrument	librarylayout	libraryselection	assay_type	mbases
SRR062474	SRS065278	SRP002163	PRJNA48479	SAMN00084302	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4896
SRR062475	SRS065278	SRP002163	PRJNA48479	SAMN00084302	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4939
SRR062477	SRS019129	SRP002163	PRJNA48479	SAMN00040347	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5138
SRR062478	SRS019129	SRP002163	PRJNA48479	SAMN00040347	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5180
SRR062499	SRS018969	SRP002163	PRJNA48479	SAMN00040187	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6493
SRR062501	SRS014691	SRP002163	PRJNA48479	SAMN00035909	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6418
SRR062502	SRS013879	SRP002163	PRJNA48479	SAMN00035097	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5906
SRR062503	SRS018969	SRP002163	PRJNA48479	SAMN00040187	WUGSC	2010-09-16	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6591
SRR062507	SRS013879	SRP002163	PRJNA48479	SAMN00035097	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5802
SRR062511	SRS014691	SRP002163	PRJNA48479	SAMN00035909	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6456
SRR062520	SRS015797	SRP002163	PRJNA48479	SAMN00037015	WUGSC	2010-08-29	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5889
SRR062524	SRS015960	SRP002163	PRJNA48479	SAMN00037178	WUGSC	2010-08-29	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4621
SRR062527	SRS019071	SRP002163	PRJNA48479	SAMN00040289	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6294
SRR062530	SRS056259	SRP002163	PRJNA48479	SAMN00076268	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6404
SRR062538	SRS016203	SRP002163	PRJNA48479	SAMN00037421	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	1572
SRR062539	SRS016203	SRP002163	PRJNA48479	SAMN00037421	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	1558
SRR062540	SRS018591	SRP002163	PRJNA48479	SAMN00039809	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5445
SRR062541	SRS018591	SRP002163	PRJNA48479	SAMN00039809	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5567
SRR063460	SRS015038	SRP002163	PRJNA48479	SAMN00036256	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	904
SRR063461	SRS015038	SRP002163	PRJNA48479	SAMN00036256	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4658
SRR063468	SRS014313	SRP002163	PRJNA48479	SAMN00035531	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5889
SRR063469	SRS014313	SRP002163	PRJNA48479	SAMN00035531	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5723
SRR063470	SRS058723	SRP002163	PRJNA48479	SAMN00078732	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5868
SRR063471	SRS058723	SRP002163	PRJNA48479	SAMN00078732	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5837
SRR063480	SRS015264	SRP002163	PRJNA48479	SAMN00036482	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	3547
SRR063481	SRS015264	SRP002163	PRJNA48479	SAMN00036482	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	3601
SRR063483	SRS047014	SRP002163	PRJNA48479	SAMN00067023	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5656
SRR063484	SRS047014	SRP002163	PRJNA48479	SAMN00067023	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5717
SRR063496	SRS014888	SRP002163	PRJNA48479	SAMN00036106	WUGSC	2010-08-27	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5723
SRR063497	SRS014888	SRP002163	PRJNA48479	SAMN00036106	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5710
SRR063502	SRS019601	SRP002163	PRJNA48479	SAMN00040819	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6795
SRR063503	SRS056519	SRP002163	PRJNA48479	SAMN00076528	WUGSC	2010-08-27	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6483
SRR063504	SRS056519	SRP002163	PRJNA48479	SAMN00076528	WUGSC	2010-08-27	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6482
SRR063505	SRS019601	SRP002163	PRJNA48479	SAMN00040819	WUGSC	2010-08-25	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6761
SRR063508	SRS052227	SRP002163	PRJNA48479	SAMN00072236	WUGSC	2010-08-27	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4631
SRR063509	SRS052227	SRP002163	PRJNA48479	SAMN00072236	WUGSC	2010-08-27	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4711
SRR063513	SRS042284	SRP002163	PRJNA48479	SAMN00062293	WUGSC	2010-08-26	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6663
SRR063523	SRS042284	SRP002163	PRJNA48479	SAMN00062293	WUGSC	2010-08-26	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6711
SRR063534	SRS056323	SRP002163	PRJNA48479	SAMN00076332	WUGSC	2010-08-26	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5335
SRR063535	SRS056323	SRP002163	PRJNA48479	SAMN00076332	WUGSC	2010-08-26	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5291
SRR063538	SRS051882	SRP002163	PRJNA48479	SAMN00071891	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	471
SRR063539	SRS051882	SRP002163	PRJNA48479	SAMN00071891	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	450
SRR063540	SRS015794	SRP002163	PRJNA48479	SAMN00037012	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	392
SRR063542	SRS015794	SRP002163	PRJNA48479	SAMN00037012	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	491
SRR063543	SRS058723	SRP002163	PRJNA48479	SAMN00078732	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	488
SRR063544	SRS058723	SRP002163	PRJNA48479	SAMN00078732	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	420
SRR063545	SRS058723	SRP002163	PRJNA48479	SAMN00078732	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	427
SRR063547	SRS058723	SRP002163	PRJNA48479	SAMN00078732	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	451
SRR063548	SRS051882	SRP002163	PRJNA48479	SAMN00071891	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	432
SRR063549	SRS051882	SRP002163	PRJNA48479	SAMN00071891	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	473
SRR063551	SRS015794	SRP002163	PRJNA48479	SAMN00037012	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	482
SRR063553	SRS015794	SRP002163	PRJNA48479	SAMN00037012	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	440
SRR063554	SRS015794	SRP002163	PRJNA48479	SAMN00037012	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	482
SRR063555	SRS015794	SRP002163	PRJNA48479	SAMN00037012	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	448
SRR063556	SRS015369	SRP002163	PRJNA48479	SAMN00036587	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	448
SRR063557	SRS015369	SRP002163	PRJNA48479	SAMN00036587	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	396
SRR063558	SRS015369	SRP002163	PRJNA48479	SAMN00036587	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	420
SRR063559	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	457
SRR063560	SRS015369	SRP002163	PRJNA48479	SAMN00036587	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	325
SRR063561	SRS015369	SRP002163	PRJNA48479	SAMN00036587	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	418
SRR063562	SRS015369	SRP002163	PRJNA48479	SAMN00036587	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	515
SRR063563	SRS015369	SRP002163	PRJNA48479	SAMN00036587	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	472
SRR063564	SRS015369	SRP002163	PRJNA48479	SAMN00036587	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	474
SRR063565	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	481
SRR063566	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	400
SRR063567	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	423
SRR063568	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	469
SRR063569	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	458
SRR063570	SRS015369	SRP002163	PRJNA48479	SAMN00036587	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	389
SRR063571	SRS015369	SRP002163	PRJNA48479	SAMN00036587	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	326
SRR063572	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	437
SRR063573	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	394
SRR063574	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	427
SRR063575	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	419
SRR063576	SRS015369	SRP002163	PRJNA48479	SAMN00036587	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	357
SRR063577	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	395
SRR063578	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	505
SRR063579	SRS015369	SRP002163	PRJNA48479	SAMN00036587	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	446
SRR063580	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	421
SRR063581	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	448
SRR063582	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	445
SRR063583	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	447
SRR063584	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	450
SRR063585	SRS019030	SRP002163	PRJNA48479	SAMN10657934	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	456
SRR063586	SRS015369	SRP002163	PRJNA48479	SAMN00036587	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	396
SRR063587	SRS015369	SRP002163	PRJNA48479	SAMN00036587	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	410
SRR063588	SRS015369	SRP002163	PRJNA48479	SAMN00036587	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	426
SRR063589	SRS015369	SRP002163	PRJNA48479	SAMN00036587	WUGSC	2010-08-09	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	384
SRR063675	SRS055426	SRP002163	PRJNA48479	SAMN00075435	JCVI	2010-08-19	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5126
SRR063692	SRS055426	SRP002163	PRJNA48479	SAMN00075435	JCVI	2010-08-19	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4493
SRR063897	SRS064645	SRP002163	PRJNA48479	SAMN00083669	JCVI	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	737
SRR063898	SRS064645	SRP002163	PRJNA48479	SAMN00083669	JCVI	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	689
SRR063905	SRS045645	SRP002163	PRJNA48479	SAMN10658880	JCVI	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	736
SRR063906	SRS045645	SRP002163	PRJNA48479	SAMN10658880	JCVI	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	748
SRR063907	SRS063040	SRP002163	PRJNA48479	SAMN00082064	JCVI	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	667
SRR063908	SRS063040	SRP002163	PRJNA48479	SAMN00082064	JCVI	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	717
SRR063909	SRS063040	SRP002163	PRJNA48479	SAMN00082064	JCVI	2010-08-11	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	793
SRR064436	SRS044662	SRP002163	PRJNA48479	SAMN00064671	JCVI	2010-08-30	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6109
SRR066417	SRS062761	SRP002163	PRJNA48479	SAMN00081785	JCVI	2010-09-23	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	14313
SRR066418	SRS064645	SRP002163	PRJNA48479	SAMN00083669	JCVI	2010-09-22	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	2451
SRR066419	SRS043663	SRP002163	PRJNA48479	SAMN00063672	JCVI	2010-09-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	14921
SRR066421	SRS049900	SRP002163	PRJNA48479	SAMN00069909	JCVI	2010-09-24	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	14740
SRR346653	SRS053603	SRP002163	PRJNA48479	SAMN00073612	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6286
SRR346656	SRS018656	SRP002163	PRJNA48479	SAMN00039874	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7223
SRR346666	SRS016018	SRP002163	PRJNA48479	SAMN00037236	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7692
SRR346667	SRS019389	SRP002163	PRJNA48479	SAMN00040607	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4017
SRR346668	SRS011452	SRP002163	PRJNA48479	SAMN10658394	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6807
SRR346669	SRS063193	SRP002163	PRJNA48479	SAMN00082217	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6493
SRR346670	SRS054590	SRP002163	PRJNA48479	SAMN00074599	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6491
SRR346679	SRS016203	SRP002163	PRJNA48479	SAMN00037421	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6918
SRR346680	SRS019022	SRP002163	PRJNA48479	SAMN00040240	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4846
SRR346686	SRS015369	SRP002163	PRJNA48479	SAMN00036587	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6104
SRR346689	SRS043411	SRP002163	PRJNA48479	SAMN00063420	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5293
SRR346691	SRS018656	SRP002163	PRJNA48479	SAMN00039874	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7229
SRR346694	SRS014107	SRP002163	PRJNA48479	SAMN00035325	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5395
SRR346696	SRS019582	SRP002163	PRJNA48479	SAMN00040800	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5551
SRR346698	SRS057355	SRP002163	PRJNA48479	SAMN00077364	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5830
SRR346699	SRS019389	SRP002163	PRJNA48479	SAMN00040607	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4027
SRR346700	SRS062540	SRP002163	PRJNA48479	SAMN00081564	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5280
SRR346701	SRS058336	SRP002163	PRJNA48479	SAMN00078345	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6566
SRR346703	SRS011452	SRP002163	PRJNA48479	SAMN10658394	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6800
SRR346705	SRS065278	SRP002163	PRJNA48479	SAMN00084302	WUGSC	2011-12-15	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5493
SRR346711	SRS019910	SRP002163	PRJNA48479	SAMN00041128	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6275
SRR346712	SRS050422	SRP002163	PRJNA48479	SAMN00070431	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5136
SRR353616	SRS016086	SRP002163	PRJNA48479	SAMN00037304	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6238
SRR353617	SRS016203	SRP002163	PRJNA48479	SAMN00037421	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7007
SRR353620	SRS015893	SRP002163	PRJNA48479	SAMN00037111	WUGSC	2011-12-08	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6197
SRR8391117	SRS014979	SRP175119	PRJNA510571	SAMN10657918	CRASSPHAGE CONSORTIUM	2019-01-03	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8391303	SRS019030	SRP175119	PRJNA510571	SAMN10657934	CRASSPHAGE CONSORTIUM	2019-01-03	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	0
SRR8391304	SRS019030	SRP175119	PRJNA510571	SAMN10657934	CRASSPHAGE CONSORTIUM	2019-01-03	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	0
SRR8391305	SRS019030	SRP175119	PRJNA510571	SAMN10657934	CRASSPHAGE CONSORTIUM	2019-01-07	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	0
SRR8391306	SRS019030	SRP175119	PRJNA510571	SAMN10657934	CRASSPHAGE CONSORTIUM	2019-01-07	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	0
SRR8391309	SRS019030	SRP175119	PRJNA510571	SAMN10657934	CRASSPHAGE CONSORTIUM	2019-01-07	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	0
SRR8391311	SRS019030	SRP175119	PRJNA510571	SAMN10657934	CRASSPHAGE CONSORTIUM	2019-01-07	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	0
SRR8391408	SRS052027	SRP175119	PRJNA510571	SAMN10657902	CRASSPHAGE CONSORTIUM	2019-01-03	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8391409	SRS012902	SRP175119	PRJNA510571	SAMN10657903	CRASSPHAGE CONSORTIUM	2019-01-07	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8391410	SRS024009	SRP175119	PRJNA510571	SAMN10657904	CRASSPHAGE CONSORTIUM	2019-01-03	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8391434	SRS018133	SRP175119	PRJNA510571	SAMN10657930	CRASSPHAGE CONSORTIUM	2019-01-07	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8391435	SRS019030	SRP175119	PRJNA510571	SAMN10657934	CRASSPHAGE CONSORTIUM	2019-01-03	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	0
SRR8391436	SRS019030	SRP175119	PRJNA510571	SAMN10657934	CRASSPHAGE CONSORTIUM	2019-01-07	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	0
SRR8391675	SRS015578	SRP175119	PRJNA510571	SAMN10657921	CRASSPHAGE CONSORTIUM	2019-01-07	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8391676	SRS048164	SRP175119	PRJNA510571	SAMN10657922	CRASSPHAGE CONSORTIUM	2019-01-07	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8391677	SRS065504	SRP175119	PRJNA510571	SAMN10657919	CRASSPHAGE CONSORTIUM	2019-01-03	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8391678	SRS016056	SRP175119	PRJNA510571	SAMN10657920	CRASSPHAGE CONSORTIUM	2019-01-07	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8391858	SRS022137	SRP175119	PRJNA510571	SAMN10657906	CRASSPHAGE CONSORTIUM	2019-01-03	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8391859	SRS017521	SRP175119	PRJNA510571	SAMN10657905	CRASSPHAGE CONSORTIUM	2019-01-03	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8391860	SRS058770	SRP175119	PRJNA510571	SAMN10657908	CRASSPHAGE CONSORTIUM	2019-01-03	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8391862	SRS011061	SRP175119	PRJNA510571	SAMN10657910	CRASSPHAGE CONSORTIUM	2019-01-07	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8391863	SRS024265	SRP175119	PRJNA510571	SAMN10657909	CRASSPHAGE CONSORTIUM	2019-01-07	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8391865	SRS014683	SRP175119	PRJNA510571	SAMN10657911	CRASSPHAGE CONSORTIUM	2019-01-07	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8391954	SRS011452	SRP175119	PRJNA510571	SAMN10658394	CRASSPHAGE CONSORTIUM	2019-01-03	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8391956	SRS011452	SRP175119	PRJNA510571	SAMN10658394	CRASSPHAGE CONSORTIUM	2019-01-03	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8392001	SRS019685	SRP175119	PRJNA510571	SAMN10657923	CRASSPHAGE CONSORTIUM	2019-01-07	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8392015	SRS053398	SRP175119	PRJNA510571	SAMN10657926	CRASSPHAGE CONSORTIUM	2019-01-07	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8392016	SRS045713	SRP175119	PRJNA510571	SAMN10657925	CRASSPHAGE CONSORTIUM	2019-01-07	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8392018	SRS055982	SRP175119	PRJNA510571	SAMN10657927	CRASSPHAGE CONSORTIUM	2019-01-03	LS454	454 GS FLX Titanium	SINGLE	RANDOM	WGS	0
SRR8392019	SRS018133	SRP175119	PRJNA510571	SAMN10657930	CRASSPHAGE CONSORTIUM	2019-01-07	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8392021	SRS019030	SRP175119	PRJNA510571	SAMN10657934	CRASSPHAGE CONSORTIUM	2019-01-07	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
SRR8392061	SRS014235	SRP175119	PRJNA510571	SAMN10657924	CRASSPHAGE CONSORTIUM	2019-01-07	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	0
