run	sample	study	bioproject	biosample	center	releasedate	platform	instrument	librarylayout	libraryselection	assay_type	mbases
SRR059829	SRS017247	SRP002163	PRJNA48479	SAMN00038465	BCM	2010-07-10	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4245
SRR059830	SRS016753	SRP002163	PRJNA48479	SAMN00037971	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6923
SRR059831	SRS016753	SRP002163	PRJNA48479	SAMN00037971	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6867
SRR059834	SRS013818	SRP002163	PRJNA48479	SAMN00035036	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7007
SRR059835	SRS013818	SRP002163	PRJNA48479	SAMN00035036	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6485
SRR059838	SRS016342	SRP002163	PRJNA48479	SAMN00037560	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7098
SRR059839	SRS016342	SRP002163	PRJNA48479	SAMN00037560	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7062
SRR059848	SRS013164	SRP002163	PRJNA48479	SAMN00034382	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7589
SRR059849	SRS013164	SRP002163	PRJNA48479	SAMN00034382	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7555
SRR059850	SRS023958	SRP002163	PRJNA48479	SAMN00045176	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7021
SRR059851	SRS023958	SRP002163	PRJNA48479	SAMN00045176	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7116
SRR059852	SRS021484	SRP002163	PRJNA48479	SAMN00042702	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7418
SRR059853	SRS021484	SRP002163	PRJNA48479	SAMN00042702	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7392
SRR059854	SRS011239	SRP002163	PRJNA48479	SAMN00032676	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	8106
SRR059855	SRS011239	SRP002163	PRJNA48479	SAMN00032676	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	8044
SRR059856	SRS057692	SRP002163	PRJNA48479	SAMN00077701	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6022
SRR059857	SRS057692	SRP002163	PRJNA48479	SAMN00077701	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7593
SRR059880	SRS050669	SRP002163	PRJNA48479	SAMN00070678	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7349
SRR059881	SRS050669	SRP002163	PRJNA48479	SAMN00070678	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7411
SRR059882	SRS017120	SRP002163	PRJNA48479	SAMN00038338	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6453
SRR059883	SRS017120	SRP002163	PRJNA48479	SAMN00038338	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6524
SRR059884	SRS017307	SRP002163	PRJNA48479	SAMN00038525	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7232
SRR059885	SRS017307	SRP002163	PRJNA48479	SAMN00038525	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7389
SRR059886	SRS017521	SRP002163	PRJNA48479	SAMN10657905	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6968
SRR059887	SRS017521	SRP002163	PRJNA48479	SAMN10657905	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6864
SRR059890	SRS024331	SRP002163	PRJNA48479	SAMN00045549	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7304
SRR059891	SRS024331	SRP002163	PRJNA48479	SAMN00045549	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7215
SRR059892	SRS022621	SRP002163	PRJNA48479	SAMN00043839	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7531
SRR059893	SRS022621	SRP002163	PRJNA48479	SAMN00043839	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7591
SRR059896	SRS013158	SRP002163	PRJNA48479	SAMN00034376	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7427
SRR059897	SRS013158	SRP002163	PRJNA48479	SAMN00034376	BI	2010-09-23	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7390
SRR059900	SRS023176	SRP002163	PRJNA48479	SAMN00044394	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7582
SRR059901	SRS023176	SRP002163	PRJNA48479	SAMN00044394	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7524
SRR059906	SRS018439	SRP002163	PRJNA48479	SAMN00039657	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7053
SRR059907	SRS018439	SRP002163	PRJNA48479	SAMN00039657	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7081
SRR059910	SRS023971	SRP002163	PRJNA48479	SAMN00045189	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7619
SRR059911	SRS023971	SRP002163	PRJNA48479	SAMN00045189	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7780
SRR059914	SRS043701	SRP002163	PRJNA48479	SAMN00063710	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7106
SRR059915	SRS043701	SRP002163	PRJNA48479	SAMN00063710	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7471
SRR059916	SRS018427	SRP002163	PRJNA48479	SAMN00039645	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6962
SRR059917	SRS018427	SRP002163	PRJNA48479	SAMN00039645	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5779
SRR059928	SRS011306	SRP002163	PRJNA48479	SAMN00032743	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7817
SRR059929	SRS011306	SRP002163	PRJNA48479	SAMN00032743	BI	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7936
SRR059952	SRS022137	SRP002163	PRJNA48479	SAMN10657906	BCM	2010-07-11	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	3517
SRR059953	SRS022137	SRP002163	PRJNA48479	SAMN10657906	BCM	2010-07-11	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5121
SRR059954	SRS022143	SRP002163	PRJNA48479	SAMN00043361	BCM	2010-07-11	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5466
SRR059955	SRS022143	SRP002163	PRJNA48479	SAMN00043361	BCM	2010-07-12	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6338
SRR059984	SRS049995	SRP002163	PRJNA48479	SAMN00070004	BCM	2010-07-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6389
SRR059985	SRS049995	SRP002163	PRJNA48479	SAMN00070004	BCM	2010-07-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5505
SRR059988	SRS049147	SRP002163	PRJNA48479	SAMN00069156	BCM	2010-07-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6045
SRR059989	SRS049147	SRP002163	PRJNA48479	SAMN00069156	BCM	2010-07-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5756
SRR059992	SRS055982	SRP002163	PRJNA48479	SAMN10657927	BCM	2010-07-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5746
SRR059993	SRS055982	SRP002163	PRJNA48479	SAMN10657927	BCM	2010-07-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4363
SRR060000	SRS078176	SRP002163	PRJNA48479	SAMN00088343	BCM	2010-07-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	4539
SRR060001	SRS078176	SRP002163	PRJNA48479	SAMN00088343	BCM	2010-07-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5572
SRR060003	SRS063040	SRP002163	PRJNA48479	SAMN00082064	JCVI	2010-07-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	11545
SRR060005	SRS063288	SRP002163	PRJNA48479	SAMN00082312	JCVI	2010-07-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	13391
SRR060006	SRS023346	SRP002163	PRJNA48479	SAMN00044564	JCVI	2010-07-13	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	8455
SRR060007	SRS023352	SRP002163	PRJNA48479	SAMN00044570	JCVI	2010-07-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	12475
SRR060020	SRS022530	SRP002163	PRJNA48479	SAMN00043748	JCVI	2010-07-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	8472
SRR060025	SRS016495	SRP002163	PRJNA48479	SAMN00037713	BCM	2010-07-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6219
SRR060026	SRS016495	SRP002163	PRJNA48479	SAMN00037713	BCM	2010-07-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6161
SRR060036	SRS022719	SRP002163	PRJNA48479	SAMN00043937	JCVI	2010-07-14	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	13975
SRR060040	SRS044662	SRP002163	PRJNA48479	SAMN00064671	JCVI	2010-08-26	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6507
SRR060044	SRS045645	SRP002163	PRJNA48479	SAMN10658880	JCVI	2010-07-16	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	10905
SRR060075	SRS024081	SRP002163	PRJNA48479	SAMN00045299	BCM	2010-07-15	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6083
SRR060076	SRS024081	SRP002163	PRJNA48479	SAMN00045299	BCM	2010-07-15	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	6273
SRR060081	SRS048791	SRP002163	PRJNA48479	SAMN00068800	BCM	2010-07-15	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5761
SRR060082	SRS048791	SRP002163	PRJNA48479	SAMN00068800	BCM	2010-07-15	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5766
SRR060119	SRS063932	SRP002163	PRJNA48479	SAMN00082956	BCM	2010-07-15	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5582
SRR060120	SRS063932	SRP002163	PRJNA48479	SAMN00082956	BCM	2010-07-19	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5673
SRR060123	SRS045715	SRP002163	PRJNA48479	SAMN00065724	JCVI	2010-07-15	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	12091
SRR060137	SRS077730	SRP002163	PRJNA48479	SAMN00087897	BCM	2010-07-15	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5679
SRR060138	SRS077730	SRP002163	PRJNA48479	SAMN00087897	BCM	2010-07-15	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5665
SRR060152	SRS045004	SRP002163	PRJNA48479	SAMN00065013	JCVI	2010-07-15	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	12668
SRR060154	SRS045127	SRP002163	PRJNA48479	SAMN00065136	JCVI	2010-07-15	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	11450
SRR060350	SRS024318	SRP002163	PRJNA48479	SAMN00045536	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7011
SRR060351	SRS024318	SRP002163	PRJNA48479	SAMN00045536	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7029
SRR060352	SRS022609	SRP002163	PRJNA48479	SAMN00043827	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7182
SRR060353	SRS022609	SRP002163	PRJNA48479	SAMN00043827	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7108
SRR060356	SRS058770	SRP002163	PRJNA48479	SAMN10657908	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7426
SRR060357	SRS058770	SRP002163	PRJNA48479	SAMN10657908	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7683
SRR060358	SRS017191	SRP002163	PRJNA48479	SAMN00038409	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	5577
SRR060359	SRS017191	SRP002163	PRJNA48479	SAMN00038409	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7065
SRR060360	SRS013705	SRP002163	PRJNA48479	SAMN00034923	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7328
SRR060361	SRS013705	SRP002163	PRJNA48479	SAMN00034923	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7315
SRR060362	SRS023914	SRP002163	PRJNA48479	SAMN00045132	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7573
SRR060363	SRS023914	SRP002163	PRJNA48479	SAMN00045132	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7655
SRR060364	SRS017103	SRP002163	PRJNA48479	SAMN00038321	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7076
SRR060365	SRS017103	SRP002163	PRJNA48479	SAMN00038321	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7076
SRR060368	SRS024265	SRP002163	PRJNA48479	SAMN10657909	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7449
SRR060369	SRS024265	SRP002163	PRJNA48479	SAMN10657909	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7460
SRR060370	SRS011061	SRP002163	PRJNA48479	SAMN10657910	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7426
SRR060371	SRS011061	SRP002163	PRJNA48479	SAMN10657910	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7406
SRR060374	SRS013687	SRP002163	PRJNA48479	SAMN00034905	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7460
SRR060375	SRS013687	SRP002163	PRJNA48479	SAMN00034905	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7407
SRR060376	SRS018145	SRP002163	PRJNA48479	SAMN00039363	BI	2010-08-09	ILLUMINA	Illumina Genome Analyzer II	PAIRED	RANDOM	WGS	7496
